category,description,title,institute,timestamp,site,credits,id
Accounting,"After an introduction to the nature of cost accounting and key definitions, this course covers the accumulation of costs through a job order system and a process system. It also covers the accounting for and control of materials, labor, and factory overhead. Prerequisite: Principles of Accounting II (ACC102).",Cost Accounting,Bunker Hill Community College,,www.bhcc.mass.edu,3,ACC-207
Accounting,"This course examines the needs of management and provides students with the necessary analytical skills that become critical to the financial decision-making process. The course covers such areas as budgetary planning and control, cost information, management decision-making, cost volume profit analysis, capital budgeting decisions, and control of decentralized organizations. Prerequisite: Cost Accounting I (ACC207).",Managerial Accounting,Bunker Hill Community College,,www.bhcc.mass.edu,3,ACC-216
Accounting,"After an introduction to the Massachusetts General Laws relating to taxation and the organization and role of the Massachusetts Department of Revenue, this survey course will focus on the Massachusetts statutory provisions relating to miscellaneous excises, the taxation of individuals and corporations, including the administration and enforcement of these provisions by the Massachusetts Department of Revenue. Other areas of study covered in this course include: filing requirements for major tax types; assessment and collection of taxes; examination and abatement. This course is critical for students to gain an understanding of specific taxation laws that pertain to the Commonwealth of Massachusetts. Prerequisite: Federal Income Tax II (ACC204).",Mass Tax Law I,Bunker Hill Community College,,www.bhcc.mass.edu,3,ACC-217
Accounting,This course enhances the academic experience for students. All internships take place at the Massachusetts Department of Revenue site. Students will engage in activities that improve knowledge of the practical world of taxation and auditing and help them gain professional experience. The internship experience applies resources gained from students' program of study to improve the quality of their contributions to the employer. Students are responsible for following all guidelines in the BHCC Internship Handbook. Prerequisite: Mass Tax Law I (ACC217) and permission of the Department Chair or Dean.,Mass Dept of Revenue Internship,Bunker Hill Community College,,www.bhcc.mass.edu,3,ACC-299
French,This course introduces students to the sounds and structures of French with emphasis on the acquisition of a limited but useful vocabulary and is offered for students with little or no previous knowledge of French. The course is not intended for native speakers or for students who have studied this language within the last three years.,Elementary French I,Bunker Hill Community College,,www.bhcc.mass.edu,3,FRE-101
French,"This course covers a continuation of Elementary French I (FRE101) and places emphasis on speaking and reading skills. The course meets General Education ""Humanities"" Requirement Area 6. Prerequisite: Elementary French I (FRE101) or one year of high school French.",Elementary French II,Bunker Hill Community College,,www.bhcc.mass.edu,3,FRE-102
French,"This course is a review of basic language skills with emphasis on conversational skills and graded reading selections for the acquisition of a broad, active vocabulary. Prerequisite: Elementary French II (FRE102) or two years of high school French.",Intermediate French I,Bunker Hill Community College,,www.bhcc.mass.edu,3,FRE-201
French,This course is a continuation of Intermediate French I with emphasis on self-expression through speaking and writing. Prerequisite: Intermediate French I (FRE201) or three years of high school French.,Intermediate French II,Bunker Hill Community College,,www.bhcc.mass.edu,3,FRE-202
category,description,title,institute,timestamp,site,credits,id
Accounting,"After a brief consideration of the meaning and purpose of accounting, this course explores the basic statements of an accounting system: the balance sheet, the income statement and the statement of owner's equity. Students will examine the accounting cycle with an emphasis on the methods of accumulating and summarizing data generated by business transactions. Students will apply their manual accounting skills to an automated accounting system using general ledger software. Areas of concentration will include adjusting entries, closing process, inventory analysis, merchandising, transactions, cash control procedures, receivables, and payables. Prerequisite: Academic Reading III (ESL098) or Reading Skills II (RDG095).",Principles of Accounting I,Bunker Hill Community College,,www.bhcc.mass.edu,3,ACC-101
Accounting,"This course will expand upon the basic concepts and theories that students learned in the Principles of Accounting I course. Students will be expected to apply their knowledge in a managerial decision-making mode. Areas studied include, but not limited to, the following: examine long-term assets and liabilities; financial statement analysis; transactions unique to the corporate business structure; bonds payable; planning and controlling using master budgets and cost behavior recognition utilizing cost-volume analysis as well as gaining exposure to accounting for manufacturers. Prerequisite: Principles of Accounting I (ACC101).",Principles of Accounting II,Bunker Hill Community College,,www.bhcc.mass.edu,3,ACC-102
Accounting,"This course introduces students to Accounting Information Systems.  The course focuses upon integrated systems, set up, and applications.  The modules covered include, among other topics: report writing, invoicing, purchasing, inventory control, accounts receivable, accounts payable, cash receipts, cash disbursements, payroll, and spreadsheet applications. Prerequisites: Writing Skills II (ENG095) or placement and Academic Reading III (ESL098) or Reading Skills II (RDG095).",Introduction to Accounting Software,Bunker Hill Community College,,www.bhcc.mass.edu,1,ACC-104
Accounting,"This course introduces students to Accounting Information Systems. The course focuses upon integrated systems, set up, and applications. The modules covered include, among other topics: general ledger, report writing, invoicing, purchasing, inventory control, accounts receivable, accounts payable, cash receipts, cash disbursements, payroll, and spreadsheet application. Prerequisites: Principles of Accounting I (ACC101), Writing Skills II (ENG095) or placement and Academic Reading III (ESL098) or Reading Skills II (RDG095).",Accounting Information Systems,Bunker Hill Community College,,www.bhcc.mass.edu,3,ACC-105
Accounting,"This course introduces students to the auditing process and prepares them to perform forensic audit and examination in conformity with pertinent industry standards. Students will learn comprehensive perspectives and skills in regards to occupational fraud and the technicality of fraud examination including searching accounting information, obtaining documentary evidence, interviewing witnesses and potential suspects, and conducting forensic document examination. This course will also provide electronic techniques required to audit. Prerequisite: Principles of Accounting II (ACC102).",Accounting Forensics,Bunker Hill Community College,,www.bhcc.mass.edu,3,ACC-107
Accounting,"This course covers, in detail, financial accounting, and generally accepted accounting principles. After a review of the accounting cycle, issues in revenue recognition and the time value of money are discussed. The four main financial statements are studied. Specific accounting issues pertaining to various current assets are covered. Prerequisite: Principles of Accounting II (ACC102).",Intermediate Accounting I,Bunker Hill Community College,,www.bhcc.mass.edu,3,ACC-201
Accounting,"A continuation of Intermediate Accounting I (ACC201), this course discusses accounting problems for long-term assets, current, and long-term liabilities. Issues in investments leases, employee compensation, and taxes are covered. Accounting for shareholder equity and earnings per share are covered. The preparation of the Statement of cash flow is studied. Prerequisite: Intermediate Accounting I (ACC201).",Intermediate Accounting II,Bunker Hill Community College,,www.bhcc.mass.edu,3,ACC-202
Accounting,"This course provides a comprehensive explanation of tax principles dealing with individuals and small businesses. The course covers modules in federal and state income tax processes, concepts, and applications as well as other topics. Prerequisite: Principles of Accounting II (ACC102).",Federal Income Tax I,Bunker Hill Community College,,www.bhcc.mass.edu,3,ACC-203
Accounting,"A continuation of Federal Income Tax I (ACC203), this course discusses the theoretical tax concepts that are applicable to corporations, partnerships, and trusts. The course covers both effective tax research and planning techniques for these types of entities. Prerequisite: Federal Income Tax I (ACC203).",Federal Income Tax II,Bunker Hill Community College,,www.bhcc.mass.edu,3,ACC-204
Accounting,This VITA internship provides an opportunity for students to perform a community service in cooperation with the Internal Revenue Service and the Massachusetts Department of Revenue. The course trains students to assist taxpayers in filling out tax returns. There are several mandatory trainings that take place prior to the start of classes. Please get more information in room C309. Prerequisite: Federal Income Tax I (ACC203).,Volunteer Income Tax Assistance,Bunker Hill Community College,,www.bhcc.mass.edu,3,ACC-205
Accounting,"After an introduction to the nature of cost accounting and key definitions, this course covers the accumulation of costs through a job order system and a process system. It also covers the accounting for and control of materials, labor, and factory overhead. Prerequisite: Principles of Accounting II (ACC102).",Cost Accounting,Bunker Hill Community College,,www.bhcc.mass.edu,3,ACC-207
Accounting,"This course examines the needs of management and provides students with the necessary analytical skills that become critical to the financial decision-making process. The course covers such areas as budgetary planning and control, cost information, management decision-making, cost volume profit analysis, capital budgeting decisions, and control of decentralized organizations. Prerequisite: Cost Accounting I (ACC207).",Managerial Accounting,Bunker Hill Community College,,www.bhcc.mass.edu,3,ACC-216
Accounting,"After an introduction to the Massachusetts General Laws relating to taxation and the organization and role of the Massachusetts Department of Revenue, this survey course will focus on the Massachusetts statutory provisions relating to miscellaneous excises, the taxation of individuals and corporations, including the administration and enforcement of these provisions by the Massachusetts Department of Revenue. Other areas of study covered in this course include: filing requirements for major tax types; assessment and collection of taxes; examination and abatement. This course is critical for students to gain an understanding of specific taxation laws that pertain to the Commonwealth of Massachusetts. Prerequisite: Federal Income Tax II (ACC204).",Mass Tax Law I,Bunker Hill Community College,,www.bhcc.mass.edu,3,ACC-217
Accounting,This course enhances the academic experience for students. All internships take place at the Massachusetts Department of Revenue site. Students will engage in activities that improve knowledge of the practical world of taxation and auditing and help them gain professional experience. The internship experience applies resources gained from students' program of study to improve the quality of their contributions to the employer. Students are responsible for following all guidelines in the BHCC Internship Handbook. Prerequisite: Mass Tax Law I (ACC217) and permission of the Department Chair or Dean.,Mass Dept of Revenue Internship,Bunker Hill Community College,,www.bhcc.mass.edu,3,ACC-299
French,This course introduces students to the sounds and structures of French with emphasis on the acquisition of a limited but useful vocabulary and is offered for students with little or no previous knowledge of French. The course is not intended for native speakers or for students who have studied this language within the last three years.,Elementary French I,Bunker Hill Community College,,www.bhcc.mass.edu,3,FRE-101
French,"This course covers a continuation of Elementary French I (FRE101) and places emphasis on speaking and reading skills. The course meets General Education ""Humanities"" Requirement Area 6. Prerequisite: Elementary French I (FRE101) or one year of high school French.",Elementary French II,Bunker Hill Community College,,www.bhcc.mass.edu,3,FRE-102
French,"This course is a review of basic language skills with emphasis on conversational skills and graded reading selections for the acquisition of a broad, active vocabulary. Prerequisite: Elementary French II (FRE102) or two years of high school French.",Intermediate French I,Bunker Hill Community College,,www.bhcc.mass.edu,3,FRE-201
French,This course is a continuation of Intermediate French I with emphasis on self-expression through speaking and writing. Prerequisite: Intermediate French I (FRE201) or three years of high school French.,Intermediate French II,Bunker Hill Community College,,www.bhcc.mass.edu,3,FRE-202
Fire Protection and Safety,"This course examines the scope and functions of the fire company officer. Topics include the role of the fire service, departmental organization, administrative and management procedures, training, public relations, tactics and strategy, and fire prevention.",Fire Company Officership,Bunker Hill Community College,,www.bhcc.mass.edu,3,FPS-107
Fire Protection and Safety,"This course provides the student with the history of the fire service and its culture. The student will research the ways that the fire service has changed over the past century and how it is expected to change in the next century. Topics will include the history for the fire service, changes in the fire service past and future, the evolution of equipment in the fire service, firefighter deaths and statistics as they pertain to the National Fallen Firefighters Foundation and its 16 Firefighter Life Safety Initiatives, as well as a field trip to the NFPA (National Fire Protection Association) and the role of the state training centers and a field trip to the Massachusetts Firefighting Academy in Stow, MA. These topics will be discussed with particular focus on the National Fire Administration's Fire and Emergency Services Higher Education (FESHE) Professional Development Model and its explanation of how education, training, experience and individual development is needed for a successful job in the fire service. This course incorporates the learning outcomes of BHCC's Learning Community Seminar and fulfills the Seminar's requirements for first-time, college students.","Fire Service, This Century and the Next, What Should We Expect?",Bunker Hill Community College,,www.bhcc.mass.edu,3,FPS-111
Fire Protection and Safety,"This course introduces the basic principles and history related to the national firefighter life safety initiatives, focusing on the need for cultural and behavior change throughout the emergency services. Prerequisites: A grade of C or better in Writing Skills II (ENG095) and Academic Reading III (ESL098) or Reading Skills II (RDG095) or exemption by placement testing.",Principles of Fire and Emergency Services Safety and Survival,Bunker Hill Community College,,www.bhcc.mass.edu,3,FPS-119
Fire Protection and Safety,This course provides an overview to fire protection and emergency services; career opportunities in fire protection and related fields; culture and history of emergency services; fire loss analysis; organization and function of public and private fire protection services; fire departments as part of local government; laws and regulations affecting the fire service; fire service nomenclature; specific fire protection functions; basic fire chemistry and physics; introduction to fire protection systems; introduction to fire strategy and tactics; life safety initiatives. Prerequisites: A grade of C or better in Writing Skills II (ENG095) and Academic Reading III (ESL098) or Reading Skills II (RDG095) or exemption by placement testing.,Principles of Emergency Services,Bunker Hill Community College,,www.bhcc.mass.edu,3,FPS-123
Fire Protection and Safety,"This course provides basic chemistry relating to the categories of hazardous materials including recognition, identification, reactivity, and health hazards encountered by emergency service. Prerequisites: A grade of C or better in Writing Skills II (ENG095) and Academic Reading III (ESL098) or Reading Skills II (RDG095) or exemption by placement testing.",Hazardous Materials Chemistry,Bunker Hill Community College,,www.bhcc.mass.edu,3,FPS-125
Fire Protection and Safety,This course provides a foundation of theoretical knowledge in order to understand the principles of the use of water in fire protection and to apply hydraulic principles to analyze and to solve water supply problems. Prerequisites: A grade of C or better in Writing Skills II (ENG095) or by placement testing; a grade of C or better in Academic Reading III (ESL098) or Reading Skills II (RDG095) or by placement testing; and a grade of C or better in Foundations of Algebra (MAT097) or Pre-Statistics (MAT098) or by placement testing.,Fire Protection Hydraulics and Water Supply,Bunker Hill Community College,,www.bhcc.mass.edu,3,FPS-127
Fire Protection and Safety,"This course provides information relating to the features of design and operation of fire alarm systems, water-based fire suppression systems, special hazard fire suppression systems, water supply for fire protection and portable fire extinguishers. Prerequisites: A grade of C or better in Writing Skills II (ENG095) and Academic Reading III (ESL098) or Reading Skills II (RDG095) or exemption by placement testing.",Fire Protection Systems,Bunker Hill Community College,,www.bhcc.mass.edu,3,FPS-133
Fire Protection and Safety,"This course explores the theories and fundamentals of how and why fires start, spread, and are controlled. Prerequisites: A grade of C or better in Writing Skills II (ENG095) and Academic Reading III (ESL098) or Reading Skills II (RDG095) or exemption by placement testing.",Fire Behavior and Combustion,Bunker Hill Community College,,www.bhcc.mass.edu,3,FPS-135
Fire Protection and Safety,This course provides fundamental knowledge relating to the field of fire prevention. Topics include: history and philosophy of fire prevention; organization and operation of a fire prevention bureau; use and application of codes and standards; plans review; fire inspections; fire and line safety education; and fire investigation Prerequisites: A grade of C or better in Writing Skills II (ENG095) and Academic Reading III (ESL098) or Writing Skills II (RDG095).,Fire Prevention Services Safety and Survival,Bunker Hill Community College,,www.bhcc.mass.edu,3,FPS-139
Fire Protection and Safety,"This course provides the principles of fire ground control through utilization of personnel, equipment, and extinguishing agents. Prerequisites: Principles of Emergency Services (FPS123) and a grade of C or better in Writing Skills II (ENG095) and Academic Reading III (ESL098) or Reading Skills II (RDG095) or exemption by placement testing.",Strategy and Tactics,Bunker Hill Community College,,www.bhcc.mass.edu,3,FPS-221
Fire Protection and Safety,"This course provides the components of building construction related to firefighter and life safety. The elements of construction and design of structures are show to be key factors when inspecting buildings, preplanning fire operations, and operating at emergencies. Prerequisites: A grade of C or better in Writing Skills II (ENG095) and Academic Reading III (ESL098) or Reading Skills II (RDG095) or exemption by placement testing and Principles of Emergency Services (FPS123) or instructor approval.",Building Construction for Fire Protection,Bunker Hill Community College,,www.bhcc.mass.edu,3,FPS-223
Film,"This course covers film techniques, terminology, and criticism, using a variety of recent popular films on television and videotape as the subjects for discussion and analysis. This course meets General Education ""Humanities"" Requirement Area 6. Pre/co-requisite: College Writing I (ENG111).",Film As Art,Bunker Hill Community College,,www.bhcc.mass.edu,3,FLM-101
Film,"This course brings Hollywood film making into clear focus as an art form, as an economic force, and as a system of representation and communication. The course probes the deeper meaning of American movies through encounters with the works of famous directors such as John Ford, Howard Hawks, and Martin Scorsese. This course meets General Education Requirement ""Humanities"" Area 6. Pre/corequisite: College Writing I (ENG111).",American Cinema,Bunker Hill Community College,,www.bhcc.mass.edu,3,FLM-102
Finance,"This course is an introduction to corporate finance. The objective of the course is to introduce concepts and techniques of finance. This course will provide an introduction to present value techniques, capital budgeting principles, asset valuation, the operation and efficiency of financial markets, the financial decisions of firms, and international finance. This course is open to all majors. ",Introduction to Corporate Finance,Bunker Hill Community College,,www.bhcc.mass.edu,3,FIN-106
Finance,"Students will be introduced to the dynamic world of investing by evaluating strategies endorsed by many of the pioneers within the investment industry. A major objective of the course will be to analyze techniques to successfully manage risk and achieve high returns. An in-depth examination of key economic reports will enable students to prepare a balanced portfolio of investments. Students will be exposed to the following investment vehicles; cash equivalents, bonds, mutual funds, stocks, real estate, and leveraging with options and futures. Prerequisite: Principles of Accounting II (ACC102).",Investments,Bunker Hill Community College,,www.bhcc.mass.edu,3,FIN-111
Finance,"An overview of personal financial planning, this course covers the following topics: the intelligent use of consumer credit, budgets, banking, the time value of money, investments, insurance, retirement, and other long-term planning and their tax ramifications. It is intended for students at all levels and for all programs of study.",Personal Finance,Bunker Hill Community College,,www.bhcc.mass.edu,3,FIN-112
Finance,"This course uses the tools of financial analysis such as ratios, budgets, forecasting techniques, present value concepts, and cash flow. The course also explores short, intermediate, and long-term sources and uses of cash. Prerequisite: Principles of Accounting II (ACC102).",Financial Management,Bunker Hill Community College,,www.bhcc.mass.edu,3,FIN-210
Finance,This course covers an economic analysis of financial institutions and markets in the world economy. It covers institutional and economic factors in the determination of the money supply. The course includes the commercial banking system and the money and capital markets. Current policy issues are debated. Prerequisites: Macroeconomics (ECO201) and Microeconomics (ECO202).,Money and Banking,Bunker Hill Community College,,www.bhcc.mass.edu,3,FIN-211
Finance,"This course introduces the myriad aspects of the mutual fund business including the way mutual funds are structured, regulated, marketed, and distributed. In addition, the course explores shareholder serving systems and technology. Prerequisites: Principles of Accounting II (ACC102) and Investments (FIN111).",Mutual Fund Industry,Bunker Hill Community College,,www.bhcc.mass.edu,3,FIN-213
Energy and Sustainability Management,"This course provides a framework for making practical design and construction decisions that are environmentally responsible by focusing LEED (Leadership in Energy and Environmental Design) building standards. After completing the course, students will have the ability to sit for the LEED Green Associate Exam. Topics include trends in green building, costs and benefits of green buildings, third party certifications and rating systems, site selection and orientation, sustainable landscapes, storm water management, water efficiency, energy demand, energy efficiency, renewable energy in buildings, ongoing building performance, waste management, building materials, and indoor air quality.  Prerequisites: Foundations of Mathematics (MAT093), Writing Skills II (ENG095), Reading Skills II (RDG095), or placement equivalency.",Green Buildings,Bunker Hill Community College,,www.bhcc.mass.edu,3,ESM-105
Energy and Sustainability Management,"This course highlights the responsibilities, policies, and practices involved with managing the built environment to achieve sustainable goals. Students will gain an understanding of facilities operation, maintenance, architectural blueprint interpretation, health & safety awareness, and occupant engagement. Students will learn how to select and assess energy usage of HVAC systems, electrical systems, lighting systems, and heating systems. Course content will center on facilities management as a process, and its relationship to other functions within an organizational setting. Students will explore the most current strategies and issues in the industry today, including sustainability, productivity, green buildings, as well as human and environmental factors. This course will utilize a combination of classroom techniques (presentation, discussion, team projects, case studies, and guest speakers) to give the students a full understanding of the issues and complexities of sustainable facilities management. Prerequisites: Foundations of Mathematics (MAT093), Reading Skills II (RDG095), and Writing Skills II (ENG095) or placement.",Sustainable Facilities Management,Bunker Hill Community College,,www.bhcc.mass.edu,3,ESM-115
Energy and Sustainability Management,"This course is designed for ESM students and professionals who are looking to gain project experience on existing Leadership in Energy and Environmental Design (LEED) projects. This course is for students interested in enhancing operations and maintenance in existing buildings. Students will learn the requirements and calculations required for the following LEED credits: Sustainable Sites, Water Efficiency, Energy & Atmosphere, Materials & Resources, and Indoor Environmental Quality. Students may accrue continuing education units that are required to advance to the LEED AP level, or maintain their accreditation by achieving mandatory Credentialing Maintenance Program hours by using BHCC's Health and Wellness Center which earned LEED Gold certification under version 2.2 of the United States Green Building Council's green building program. Students may learn to manage LEED project details, complete documentation requirements for LEED credits and prerequisites, upload supporting files, submit applications for review, receive reviewer feedback, and track their certification process using LEED-Online, a primary resource for managing the LEED documentation process. This course will help prepare students to sit for the LEED AP existing Building Operations and Maintenance exam. This course is ideal for developers, contractors, architects, lawyers, builders, engineers, product representatives, real estate brokers, and anyone interested in understanding green building principles. Prerequisite: Green Buildings (ESM105) or possession of LEED GA accreditation with approval of program director.",Green Existing Buildings: Operation and Maintenance,Bunker Hill Community College,,www.bhcc.mass.edu,3,ESM-205
Energy and Sustainability Management,"This course examines the theory and practice of Project Management as applied to renewable energy and energy efficiency projects. The course also explores financial considerations for sustainable energy projects, as well as a variety of funding mechanisms. Special focus will be applied to project life-cycles, planning, controlling, and coordinating efforts of multiple individuals and/or working groups. Students will gain an understanding of financial measures of project performance, budgeting, feasibility, and explore various funding mechanisms including government incentives, specialized loans, and performance contracts through case studies. Prerequisite: Survey of Renewable Energy/Lab (ENV111).",Project Management and Finance for Energy,Bunker Hill Community College,,www.bhcc.mass.edu,3,ESM-211
Energy and Sustainability Management,"This course provides relevant field and/or research experience integrating theory and practice while providing opportunities to develop skills, explore career options, and network with professionals and employers in the clean energy and sustainability management fields. Prerequisites: Enrollment in the Energy and Sustainability Management Program, have completed a minimum of 10 credits in ESM courses with a B average or higher, or approval or EMS program directors. Students who do not meet attendance standards for the ESM program may not be eligible to participate in the internship.",Energy & Sustainability Internship,Bunker Hill Community College,,www.bhcc.mass.edu,3,ESM-299
English as a Second Language,"In this low-intermediate course students develop academic listening skills and participate in small group and whole class discussions based on articles, lectures, and multi-media sources. Students will learn grammar and vocabulary in the context of the materials used for listening, speaking, reading, and writing activities. Students must earn a C or better in order to pass the course. Prerequisite: Placement into ESL level I.",Listening Comprehension & Discussions,Bunker Hill Community College,,www.bhcc.mass.edu,3,ESL-74
English as a Second Language,"This low-intermediate course focuses on improving grammar and editing skills through weekly grammar lessons, writing assignments, class discussions and assessments. Students will develop their ability to compose grammatically correct and comprehensible sentences and short writings. Students receive individual feedback that targets their needs. Students must earn a C or better in order to pass the course. Prerequisite: Placement into ESL Level I.",Grammar Structures & Editing,Bunker Hill Community College,,www.bhcc.mass.edu,3,ESL-75
English as a Second Language,"In this low-intermediate course, students learn pre-reading skills, organizational styles, academic vocabulary, dictionary use, referents, critical reading, basic verb tenses and parts of speech, and how to summarize, paraphrase, and identify main ideas and supporting details. Students will learn to complete homework assignments in basic MLA format. Students must earn a C or better in order to pass the course. Prerequisite: Placement into ESL Level I.",Academic Reading I,Bunker Hill Community College,,www.bhcc.mass.edu,3,ESL-78
English as a Second Language,"In this low-intermediate course, students learn to write paragraphs and short essays through an academic writing process in a variety of rhetorical styles using basic MLA format. Student will write from personal experience and respond to reading by paraphrasing and quoting. Students will learn to write different sentence types, using coordinators and subordinators. Punctuation and grammar will be taught, and students will apply their knowledge by revising and editing their papers. Students must pass the ESL079 Writing Competency Exam and earn a C or better in order to pass the course. Prerequisite: Placement into ESL Level I.",Academic Writing I,Bunker Hill Community College,,www.bhcc.mass.edu,3,ESL-79
English as a Second Language,"This course for non-native speakers of English focuses on the pronunciation, rhythm and intonation of the English language to enable clearer, more effective, and native-like pronunciation in English. The course is designed for students who have a least intermediate fluency in English, but who require considerable accent reduction for academic and professional purposes. Students may be required to complete assignments in the Language Lab. Prerequisites: placement in Academic ESL Level I or higher.",Pronunciation for Academic and Professional Success,Bunker Hill Community College,,www.bhcc.mass.edu,3,ESL-83
English as a Second Language,This course is an integrated skills course for intermediate ESL students and focuses on improving grammar and editing skills. Instruction focuses on clauses and sentence variety in paragraphs and essays. Students receive individual feedback that targets their needs. Students must earn a C or better in order to pass the course. Prerequisite: a grade of C or better in ESL075 or placement.,Intermediate Grammar & Editing,Bunker Hill Community College,,www.bhcc.mass.edu,3,ESL-85
English as a Second Language,"This high-intermediate course focuses on listening and note-taking skills. Students develop a system for note-taking and learn how to use their notes to answer comprehension questions as well as to complete writing assignments. All listening and note-taking activities include reading and writing exercises. Students learn grammar in the context of the materials used for listening activities and student generated writing. Students must earn a C or better in order to pass the course. Prerequisites: Grade of C or better in ESL074, ESL075, ESL078, and ESL079, or placement.",Academic Listening & Note-Taking,Bunker Hill Community College,,www.bhcc.mass.edu,3,ESL-86
English as a Second Language,"In this high-intermediate course, students practice and demonstrate effective speaking functions in small-group and whole-class discussions of academic reading materials. Students develop a method for delivering an oral presentation to a large group. All speaking activities are organized around reading and writing exercises. Students learn grammar and build their level-appropriate academic vocabulary in the context of speaking, in the context of the reading materials, and in the context of student generated writing. Students must earn a C or better in order to pass the course. Prerequisites: Grade of C or better in ESL074, ESL075, ESL078, and ESL079, or placement.",Contemporary Issues & Conversations,Bunker Hill Community College,,www.bhcc.mass.edu,3,ESL-87
English as a Second Language,"In this high-intermediate course, students increase their level-appropriate vocabulary and develop their reading skills and strategies as they analyze, discuss, and write about longer readings. Students are also introduced to critical thinking skills such as drawing inferences, understanding idioms and figures of speech, and recognizing purpose and perspective. Students learn grammar in the context of the reading materials and in student generated writing. Students must earn a C or better in order to pass the course. Prerequisites: Grade of C or better in ESL074, ESL075, ESL078, and ESL079, or placement.",Academic Reading II,Bunker Hill Community College,,www.bhcc.mass.edu,3,ESL-88
